,Team,Team_Flag_Src,Score_A,Score_B,Period,Time,Number,Player,Action_Description,Total_Seconds,quarter,time_elapsed,X_0_j_A,X_1_j_A,X_2_j_A,X_3_j_A,X_7_j_A,X_9_j_A,X_13_j_A,X_23_j_A,X_24_j_A,X_2_j_B,X_6_j_B,X_8_j_B,X_9_j_B,X_10_j_B,X_11_j_B,X_14_j_B,X_32_j_B,X_50_j_B,X_99_j_B
96,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,13,18,Q2,9:48,50,Bruno Caboclo,2pt driving layup made,1788.0,2,5.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
97,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,18,Q2,9:33,23,Phil Scrubb,2pt pullup jump shot made,1773.0,2,15.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
98,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,18,Q2,9:13,11,Gui Santos,foul drawn,1753.0,2,20.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
99,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,18,Q2,9:13,0,Luguentz Dort,personal foul,1753.0,2,0.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
100,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,18,Q2,9:12,13,Kelly Olynyk,personal foul,1752.0,2,1.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
101,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,18,Q2,9:12,50,Bruno Caboclo,foul drawn,1752.0,2,0.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
102,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,18,Q2,9:03,14,Leonardo Meindl,2pt driving layup missed,1743.0,2,9.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
103,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,15,18,Q2,9:03,3,Melvin Ejim,defensive rebound,1743.0,2,0.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
104,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,18,18,Q2,8:57,1,Nickeil Alexander-Walker,made the assist,1737.0,2,6.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
105,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,18,18,Q2,8:57,13,Kelly Olynyk,3pt jump shot made,1737.0,2,0.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
106,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,18,18,Q2,8:45,9,Marcelinho Huertas,foul drawn,1725.0,2,12.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
107,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,18,18,Q2,8:45,1,Nickeil Alexander-Walker,personal foul,1725.0,2,0.0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
108,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,18,18,Q2,8:45,14,Leonardo Meindl,Substitution out,1725.0,2,0.0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0
109,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,18,18,Q2,8:45,8,Vítor Benite,Substitution in,1725.0,2,0.0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
110,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,18,20,Q2,8:31,11,Gui Santos,2pt driving layup made,1711.0,2,14.0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
111,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,18,20,Q2,8:22,0,Luguentz Dort,3pt jump shot missed,1702.0,2,9.0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
112,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,18,20,Q2,8:22,13,Kelly Olynyk,offensive rebound,1702.0,2,0.0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
113,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,20,20,Q2,8:15,13,Kelly Olynyk,2pt jump shot made,1695.0,2,7.0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
114,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,20,22,Q2,7:45,8,Vítor Benite,made the assist,1665.0,2,30.0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
115,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,20,22,Q2,7:45,9,Marcelinho Huertas,layup made,1665.0,2,0.0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
116,CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,22,22,Q2,7:36,1,Nickeil Alexander-Walker,made the assist,1656.0,2,9.0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
117,BRA,https://www.fiba.basketball/api/img/team/logoflag/27?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,22,22,Q2,7:36,9,Marcelinho Huertas,personal foul; 1 free throw awarded,1656.0,2,0.0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
