Team,Team_Flag_Src,Score_A,Score_B,Period,Time,Number,Player,Action_Description,Total_Seconds,quarter,time_elapsed,X_4_j_A,X_5_j_A,X_6_j_A,X_9_j_A,X_10_j_A,X_11_j_A,X_12_j_A,X_14_j_A,X_15_j_A,X_0_j_B,X_1_j_B,X_2_j_B,X_3_j_B,X_7_j_B,X_9_j_B,X_13_j_B,X_15_j_B,X_23_j_B,X_24_j_B
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,44,Q2,5:26,9,RJ Barrett,layup missed,1826.0,2,12.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,44,Q2,5:26,14,Walker Kessler,defensive rebound,1826.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,44,Q2,5:19,11,Jalen Brunson,2pt floating jump shot missed,1819.0,2,7.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,44,Q2,5:04,2,Shai Gilgeous-Alexander,2pt pullup jump shot missed,1804.0,2,15.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,44,Q2,5:04,4,Tyrese Haliburton,defensive rebound,1804.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,44,Q2,4:59,10,Anthony Edwards,turnover; bad pass,1799.0,2,5.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,44,Q2,4:48,9,RJ Barrett,3pt jump shot missed,1788.0,2,11.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,42,44,Q2,4:48,4,Tyrese Haliburton,defensive rebound,1788.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,44,44,Q2,4:30,5,Mikal Bridges,2pt fadeaway jump shot made,1770.0,2,18.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,44,46,Q2,4:13,24,Dillon Brooks,2pt driving layup made,1753.0,2,17.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,44,46,Q2,3:59,4,Tyrese Haliburton,2pt floating jump shot missed,1739.0,2,14.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,46,46,Q2,3:49,10,Anthony Edwards,2pt floating jump shot made,1729.0,2,10.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,46,46,Q2,3:36,24,Dillon Brooks,offensive rebound,1716.0,2,13.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,46,46,Q2,3:36,2,Shai Gilgeous-Alexander,2pt fadeaway jump shot missed,1716.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,46,46,Q2,3:23,24,Dillon Brooks,2pt fadeaway jump shot missed,1703.0,2,13.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,46,46,Q2,3:23,14,Walker Kessler,defensive rebound,1703.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,46,46,Q2,3:13,24,Dillon Brooks,personal foul; 2 free throws awarded,1693.0,2,10.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,46,46,Q2,3:13,10,Anthony Edwards,foul drawn,1693.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,46,46,Q2,3:13,10,Anthony Edwards,1st of 2 free throws missed,1693.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,47,46,Q2,3:13,10,Anthony Edwards,2nd of 2 free throws made,1693.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,47,46,Q2,2:51,24,Dillon Brooks,foul drawn,1671.0,2,22.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,47,46,Q2,2:51,14,Walker Kessler,personal foul; 2 free throws awarded,1671.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,47,47,Q2,2:51,24,Dillon Brooks,1st of 2 free throws made,1671.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,47,48,Q2,2:51,24,Dillon Brooks,2nd of 2 free throws made,1671.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,49,48,Q2,2:42,0,Luguentz Dort,personal foul; 1 free throw awarded,1662.0,2,9.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,49,48,Q2,2:42,11,Jalen Brunson,2pt floating jump shot made,1662.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,49,48,Q2,2:42,11,Jalen Brunson,foul drawn,1662.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,48,Q2,2:42,11,Jalen Brunson,1st free throw made,1662.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,48,Q2,2:42,0,Luguentz Dort,Substitution out,1662.0,2,0.0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,48,Q2,2:42,1,Nickeil Alexander-Walker,Substitution in,1662.0,2,0.0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,48,Q2,2:35,4,Tyrese Haliburton,steal,1655.0,2,7.0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,48,Q2,2:35,9,RJ Barrett,turnover; bad pass,1655.0,2,0.0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,48,Q2,2:31,10,Anthony Edwards,alley oop missed,1651.0,2,4.0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,50,48,Q2,2:31,14,Walker Kessler,offensive rebound,1651.0,2,0.0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q2,2:30,14,Walker Kessler,tip in made,1650.0,2,1.0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q2,2:20,2,Shai Gilgeous-Alexander,foul drawn,1640.0,2,10.0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q2,2:20,10,Anthony Edwards,personal foul; 2 free throws awarded,1640.0,2,0.0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q2,2:20,14,Walker Kessler,Substitution out,1640.0,2,0.0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q2,2:20,4,Tyrese Haliburton,Substitution out,1640.0,2,0.0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q2,2:20,9,Bobby Portis Jr,Substitution in,1640.0,2,0.0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,48,Q2,2:20,15,Austin Reaves,Substitution in,1640.0,2,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,49,Q2,2:20,2,Shai Gilgeous-Alexander,1st of 2 free throws made,1640.0,2,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,52,50,Q2,2:20,2,Shai Gilgeous-Alexander,2nd of 2 free throws made,1640.0,2,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,50,Q2,2:08,10,Anthony Edwards,2pt driving layup made,1628.0,2,12.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,52,Q2,1:55,2,Shai Gilgeous-Alexander,2pt driving layup made,1615.0,2,13.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,52,Q2,1:43,9,RJ Barrett,defensive rebound,1603.0,2,12.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,52,Q2,1:43,10,Anthony Edwards,2pt fadeaway jump shot missed,1603.0,2,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,52,Q2,1:36,9,RJ Barrett,2pt driving layup blocked,1596.0,2,7.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,52,Q2,1:36,10,Anthony Edwards,defensive rebound,1596.0,2,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,52,Q2,1:36,10,Anthony Edwards,blocked the shot,1596.0,2,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,52,Q2,1:28,7,Dwight Powell,defensive rebound,1588.0,2,8.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,52,Q2,1:28,15,Austin Reaves,layup missed,1588.0,2,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,52,Q2,1:21,9,RJ Barrett,3pt jump shot missed,1581.0,2,7.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,52,Q2,1:21,9,RJ Barrett,offensive rebound,1581.0,2,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,55,Q2,1:11,2,Shai Gilgeous-Alexander,made the assist,1571.0,2,10.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,55,Q2,1:11,24,Dillon Brooks,3pt jump shot made,1571.0,2,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,55,Q2,0:55,24,Dillon Brooks,defensive rebound,1555.0,2,16.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,55,Q2,0:55,11,Jalen Brunson,2pt driving layup missed,1555.0,2,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,55,Q2,0:48,15,Austin Reaves,personal foul,1548.0,2,7.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,55,Q2,0:48,2,Shai Gilgeous-Alexander,foul drawn,1548.0,2,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,55,Q2,0:48,10,Anthony Edwards,Substitution out,1548.0,2,0.0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,55,Q2,0:48,12,Josh Hart,Substitution in,1548.0,2,0.0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,58,Q2,0:42,7,Dwight Powell,made the assist,1542.0,2,6.0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,54,58,Q2,0:42,24,Dillon Brooks,3pt pullup jump shot made,1542.0,2,0.0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,56,58,Q2,0:14,11,Jalen Brunson,2pt driving layup made,1514.0,2,28.0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,56,58,Q2,0:01,1,Nickeil Alexander-Walker,3pt jump shot missed,1501.0,2,13.0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
,,25,34,Q2,00:00,,,End of quarter,1500.0,2,1.0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
,,28,36,Q2,00:00,,,End of quarter,1500.0,2,0.0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,56,60,Q3,9:43,2,Shai Gilgeous-Alexander,made the assist,1483.0,3,17.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,56,60,Q3,9:43,24,Dillon Brooks,2pt driving layup made,1483.0,3,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,56,60,Q3,9:16,5,Mikal Bridges,turnover; bad pass,1456.0,3,27.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,56,60,Q3,9:16,24,Dillon Brooks,steal,1456.0,3,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,56,62,Q3,9:12,24,Dillon Brooks,made the assist,1452.0,3,4.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,56,62,Q3,9:12,2,Shai Gilgeous-Alexander,layup made,1452.0,3,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,56,62,Q3,8:54,10,Anthony Edwards,turnover; ball handling,1434.0,3,18.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,56,62,Q3,8:41,0,Luguentz Dort,3pt jump shot missed,1421.0,3,13.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,56,62,Q3,8:41,10,Anthony Edwards,defensive rebound,1421.0,3,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,58,62,Q3,8:34,14,Walker Kessler,dunk made,1414.0,3,7.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,58,62,Q3,8:34,11,Jalen Brunson,made the assist,1414.0,3,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,58,65,Q3,8:15,24,Dillon Brooks,3pt jump shot made,1395.0,3,19.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,58,65,Q3,8:15,2,Shai Gilgeous-Alexander,made the assist,1395.0,3,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,58,65,Q3,7:59,11,Jalen Brunson,3pt step back jump shot missed,1379.0,3,16.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,58,65,Q3,7:59,9,RJ Barrett,defensive rebound,1379.0,3,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,58,65,Q3,7:43,5,Mikal Bridges,defensive rebound,1363.0,3,16.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,58,65,Q3,7:43,2,Shai Gilgeous-Alexander,3pt step back jump shot missed,1363.0,3,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,58,65,Q3,7:26,5,Mikal Bridges,3pt jump shot missed,1346.0,3,17.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,58,65,Q3,7:17,5,Mikal Bridges,defensive rebound,1337.0,3,9.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,58,65,Q3,7:17,0,Luguentz Dort,3pt jump shot missed,1337.0,3,0.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,60,65,Q3,7:12,5,Mikal Bridges,2pt floating jump shot made,1332.0,3,5.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1
