Team,Team_Flag_Src,Score_A,Score_B,Period,Time,Number,Player,Action_Description,Total_Seconds,quarter,time_elapsed,X_4_j_A,X_5_j_A,X_6_j_A,X_9_j_A,X_10_j_A,X_11_j_A,X_12_j_A,X_14_j_A,X_15_j_A,X_0_j_B,X_1_j_B,X_2_j_B,X_3_j_B,X_7_j_B,X_9_j_B,X_13_j_B,X_15_j_B,X_23_j_B,X_24_j_B
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,121,OT1,1:47,2,Shai Gilgeous-Alexander,2pt driving layup missed,107.0,5,11.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,121,OT1,1:47,10,Anthony Edwards,defensive rebound,107.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,121,OT1,1:33,5,Mikal Bridges,turnover; bad pass,93.0,5,14.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,121,OT1,1:20,4,Tyrese Haliburton,Substitution out,80.0,5,13.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,121,OT1,1:20,9,Bobby Portis Jr,Substitution in,80.0,5,0.0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,121,OT1,1:06,5,Mikal Bridges,turnover; ball handling,66.0,5,14.0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,124,OT1,0:44,9,RJ Barrett,3pt jump shot made,44.0,5,22.0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,124,OT1,0:44,2,Shai Gilgeous-Alexander,made the assist,44.0,5,0.0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,124,OT1,0:43,15,Austin Reaves,turnover; out of bounds,43.0,5,1.0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,124,OT1,0:43,11,Jalen Brunson,Substitution out,43.0,5,0.0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,124,OT1,0:43,4,Tyrese Haliburton,Substitution in,43.0,5,0.0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,124,OT1,0:36,0,Luguentz Dort,foul drawn,36.0,5,7.0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,124,OT1,0:36,9,Bobby Portis Jr,disqualifying second technical foul; 2 free throws awarded,36.0,5,0.0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,124,OT1,0:36,9,Bobby Portis Jr,Substitution out,36.0,5,0.0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,124,OT1,0:36,11,Jalen Brunson,Substitution in,36.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,125,OT1,0:36,0,Luguentz Dort,1st of 2 free throws made,36.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,125,OT1,0:36,9,RJ Barrett,made the assist,36.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,125,OT1,0:36,0,Luguentz Dort,2nd of 2 free throws missed,36.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,115,125,OT1,0:26,0,Luguentz Dort,turnover; ball handling,26.0,5,10.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,118,125,OT1,0:22,15,Austin Reaves,3pt pullup jump shot made,22.0,5,4.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,118,125,OT1,0:20,11,Jalen Brunson,personal foul; 2 free throws awarded,20.0,5,2.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,118,125,OT1,0:20,24,Dillon Brooks,foul drawn,20.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,118,126,OT1,0:20,24,Dillon Brooks,1st of 2 free throws made,20.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,118,127,OT1,0:20,24,Dillon Brooks,2nd of 2 free throws made,20.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
CAN,https://www.fiba.basketball/api/img/team/logoflag/34?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,118,127,OT1,0:14,9,RJ Barrett,defensive rebound,14.0,5,6.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
USA,https://www.fiba.basketball/api/img/team/logoflag/154?sizeType=Big&backgroundType=Light&patternType=default_big&eventId=208182,118,127,OT1,0:14,15,Austin Reaves,3pt pullup jump shot missed,14.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
,,111,111,OT1,00:00,,,End of quarter,0.0,5,14.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
,,111,113,OT1,00:00,,,End of quarter,0.0,5,0.0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1
